name,post_code,website,factual_id,latitude,longitude,region,locality,address,tel,chain_name,country,category_labels
McDonald's,10038,http://www.mcdonalds.com,d3b32e0a-e37d-4366-829b-a2a1f7eaed19,40.709493,-74.010223,NY,New York,160 Broadway,(212) 385-2066,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,53217,http://www.mcdonalds.com,65691244-d319-4a82-9929-1ea0f4c5d606,43.114241,-87.916056,WI,Glendale,5344 N Port Washington Rd,(414) 906-1443,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,60611,http://www.mcdonalds.com,d99372fa-7202-40c8-9bb9-eafa026d532a,41.896969,-87.627726,IL,Chicago,10 E Chicago Ave,(312) 649-9262,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,92139,http://www.mcdonalds.com,0365a23c-c23b-4f4e-8d53-13b93d0fedc3,32.689327,-117.044745,CA,San Diego,6925 Paradise Valley Rd,(619) 479-2132,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,53214,http://www.mcdonalds.com,0ffed9a3-54b9-4880-a36d-fb45e1c90e69,43.016118,-88.015777,WI,West Allis,8301 W Greenfield Ave,(414) 607-1767,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,53154,http://www.mcdonalds.com,e1253767-2822-4e61-8d24-36666b9f147a,42.872947,-87.933022,WI,Oak Creek,9471 S 13th St,(414) 762-7565,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,91942,http://www.mcdonalds.com,dfa8f883-3adc-419c-8170-befe55f6ffc6,32.773878,-117.026154,CA,La Mesa,8045 Fletcher Pkwy,(619) 698-0175,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,46038,http://www.mcdonalds.com,8ba1db1c-c4c8-4957-9334-cc7bc77dc0a5,39.957567,-86.010622,IN,Fishers,8907 E 116th St,(317) 842-0013,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,92806,http://www.mcdonalds.com,72eac2c6-3605-40a8-9aac-3d8427bdd593,33.802874,-117.88862,CA,Anaheim,1810 S State College Blvd,(714) 938-0484,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,91602,http://www.mcdonalds.com,073e3b28-1143-4e3c-ad1d-ea0f654af623,34.152508,-118.36787,CA,North Hollywood,10901 Riverside Dr,(818) 761-5171,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,90623,http://www.mcdonalds.com,0b343511-65d9-4a9f-b876-1061b48daa81,33.858298,-118.045253,CA,La Palma,5062 Orangethorpe Ave,(714) 521-2140,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,94015,http://www.mcdonalds.com,4df1d879-e8b2-4c7e-8c08-1aac41e7d205,37.692044,-122.471252,CA,Daly City,2450 Junipero Serra Blvd,(650) 756-6300,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,8873,http://www.mcdonalds.com,2fdfa8bc-cf58-46a5-a2e1-de0ae0a8a77e,40.515636,-74.488476,NJ,Somerset,1065 Easton Ave,(732) 247-1030,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,94115,http://www.mcdonalds.com,6170bd16-04b5-4b73-8581-4e8273508ec1,37.779858,-122.431737,CA,San Francisco,1100 Fillmore St,(415) 923-1138,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,30324,http://www.mcdonalds.com,2f9861a9-6afe-4889-b7e8-2e94c44e5f65,33.819919,-84.351837,GA,Atlanta,2350 Cheshire Bridge Rd NE,(404) 929-9833,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,63144,http://www.mcdonalds.com,47067325-6f6c-48cc-a6b5-581f217ab74f,38.626704,-90.335487,MO,Brentwood,1595 S Hanley Rd,(314) 781-1913,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,46250,http://www.mcdonalds.com,c06bf691-e72c-4e57-aca4-a9a44017b1a7,39.904734,-86.064105,IN,Indianapolis,6061 E 82nd St,(317) 849-5033,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,49512,http://www.mcdonalds.com,709ffd01-410a-4614-a5b8-da929900c8c4,42.911861,-85.597822,MI,Kentwood,2824 28th St SE,(616) 949-7241,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,30144,http://www.mcdonalds.com,5c03144b-8d1f-4a66-9904-7b4663830cda,34.060301,-84.593246,GA,Kennesaw,4415 Wade Green Rd NW,(770) 428-8493,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,33647,http://www.mcdonalds.com,3d526973-29e0-4715-a1b3-9553e73784c3,28.146116,-82.353816,FL,Tampa,19080 Bruce B Downs Blvd,(813) 977-0076,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,48912,http://www.mcdonalds.com,10029803-78d7-4f46-9a05-8dd5c6f6b2b3,42.740435,-84.506139,MI,Lansing,3220 E Saginaw St,(517) 332-8226,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,53204,http://www.mcdonalds.com,78d2d5a8-22ad-4ab9-876e-b7ea31817266,43.023956,-87.911682,WI,Milwaukee,707 S 1st St,(414) 276-7906,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,32819,http://www.mcdonalds.com,c7589b01-ee88-4ff2-8a3b-c55dbf023f1a,28.469341,-81.451027,FL,Orlando,5401 Altamira Dr,(407) 345-9477,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,37203,http://www.mcdonalds.com,0263b802-fb5c-429a-8792-048ec3967353,36.145964,-86.812151,TN,Nashville,2700 W End Ave,(615) 327-3755,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,70130,http://www.mcdonalds.com,3297c20a-3de7-4018-8049-03df60b4b329,29.953532,-90.069214,LA,New Orleans,711 Canal St,(504) 525-4560,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,14623,http://www.mcdonalds.com,5e6bcb8d-5b25-4836-b7ea-8862253ce0e9,43.088393,-77.630581,NY,Rochester,45 Jay Scutti Blvd,(585) 292-0060,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,92128,http://www.mcdonalds.com,833b66cd-a10e-4286-b836-46d03f67a4b9,32.981929,-117.076271,CA,San Diego,11915 Carmel Mountain Rd,(858) 673-4175,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,90025,http://www.mcdonalds.com,b0f9c592-7c6d-4e00-b7bb-d1bc72b4954e,34.045923,-118.464738,CA,West Los Angeles,11920 Wilshire Blvd,(310) 478-6837,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,98101,http://www.mcdonalds.com,12a95498-ee0c-48dc-9a96-4c3515b271f3,47.610709,-122.338346,WA,Seattle,1530 3rd Ave,(206) 957-2295,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,91203,http://www.mcdonalds.com,0990022a-3bde-49d5-8444-e1bf0dfcf550,34.15314,-118.257748,CA,Glendale,500 N Central Ave,(818) 246-1526,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,92121,http://www.mcdonalds.com,23431960-f2b3-012e-937e-003048c87378,32.892871,-117.203428,CA,San Diego,9440 Scranton Rd,(858) 452-3013,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,11793,http://www.mcdonalds.com,29c07610-ae42-4dae-877c-e4683cc52642,40.673228,-73.510612,NY,Wantagh,1946 Wantagh Ave,(516) 781-4499,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,53189,http://www.mcdonalds.com,4050e32b-9fc4-4969-a7b1-c7d26792772f,42.987239,-88.236563,WI,Waukesha,1425 S West Ave,(262) 544-4515,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,59758,http://www.mcdonalds.com,c5e00321-2aae-4d6b-b9ed-1616494db7bb,44.657443,-111.100223,MT,West Yellowstone,100 S Canyon St,(406) 646-4592,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,92126,http://www.mcdonalds.com,f21cb899-37db-4a11-9840-693e4d36c834,32.915436,-117.130259,CA,San Diego,9035 Mira Mesa Blvd,(858) 566-5080,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,53213,http://www.mcdonalds.com,ea9d554f-3885-46ec-933d-7a15e051edaa,43.035859,-87.992591,WI,Milwaukee,6409 W Bluemound Rd,(414) 258-4906,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,92870,http://www.mcdonalds.com,3fdf0655-de8e-41e7-9b67-2536088c7da2,33.873584,-117.878696,CA,Placentia,770 W Chapman Ave,(714) 577-8171,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,43201,http://www.mcdonalds.com,64871a3e-f0ca-41ea-94e4-bfed382c46a1,40.002614,-83.008268,OH,Columbus,1972 N High St,(614) 291-8123,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,28803,http://www.mcdonalds.com,0f551b63-0870-400d-8584-e3aa3eb17b52,35.567555,-82.544407,NC,Asheville,35 Hendersonville Rd,(828) 274-2308,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,78230,http://www.mcdonalds.com,15d52f68-8be9-40f9-a6c8-5a096affcaf2,29.529551,-98.56189,TX,San Antonio,9600 W Interstate 10,(210) 593-0344,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,94536,http://www.mcdonalds.com,54c2b2b9-ca3f-4b68-b278-885bb678cdb9,37.549335,-121.98914,CA,Fremont,38860 Fremont Blvd,(510) 790-3954,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,90029,http://www.mcdonalds.com,003933f4-52b3-44d5-84e0-3c2f624f1f5e,34.095327,-118.284046,CA,Los Angeles,4348 W Sunset Blvd,(323) 660-4166,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
McDonald's,96815,http://www.mcdonalds.com,284aef11-953d-4a8e-b310-7d569528981a,21.285364,-157.838116,HI,Honolulu,1778 Ala Moana Blvd,(808) 973-2354,McDonald's,us,"Social, Food and Dining, Restaurants, Burgers"
