zip,lat,lng,city,state
24602,37.1803,-81.6708,Bandy,VA
24603,37.3533,-82.1968,Big Rock,VA
24604,37.21,-81.5421,Bishop,VA
24605,37.2584,-81.4202,Bluefield,VA
24606,37.2877,-81.3939,Boissevain,VA
24607,37.2908,-82.2653,Breaks,VA
24608,37.1,-81.35,Burkes Garden,VA
24609,36.9772,-81.8517,Cedar Bluff,VA
24612,37.0934,-81.8383,Doran,VA
24613,37.2617,-81.3369,Falls Mills,VA
24614,37.3096,-82.0642,Grundy,VA
24619,37.2331,-81.4996,Horsepen,VA
24620,37.4299,-82.0189,Hurley,VA
24622,37.2094,-81.7956,Jewell Ridge,VA
24624,37.2094,-81.9514,Keen Mountain,VA
24627,37.1936,-82.2179,Mavisdale,VA
24628,37.2872,-82.2177,Maxie,VA
24630,37.1759,-81.4674,North Tazewell,VA
24631,37.2125,-81.9884,Oakwood,VA
24634,37.2746,-81.9023,Pilgrims Knob,VA
24635,37.309,-81.3513,Pocahontas,VA
24637,37.0587,-81.7033,Pounding Mill,VA
24639,37.1669,-81.8986,Raven,VA
24640,37.1249,-81.8736,Red Ash,VA
24641,37.1158,-81.8037,Richlands,VA
24646,37.1364,-82.0289,Rowe,VA
24647,37.183,-81.8484,Shortt Gap,VA
24649,37.0727,-81.9094,Swords Creek,VA
24651,37.0767,-81.5042,Tazewell,VA
24656,37.1737,-82.1235,Vansant,VA
24657,37.2251,-81.8605,Whitewood,VA
24658,37.3885,-81.9906,Wolford,VA
24701,37.301,-81.2065,Bluefield,WV
24712,37.4787,-81.0185,Athens,WV
24714,37.4767,-81.1892,Beeson,WV
24715,37.3432,-81.3287,Bramwell,WV
24716,37.4704,-81.3903,Bud,WV
24719,37.4872,-81.3267,Covel,WV
24724,37.3308,-81.2998,Freeman,WV
24726,37.5197,-81.3565,Herndon,WV
24729,37.4497,-81.2564,Hiawatha,WV
24731,37.398,-81.1511,Kegley,WV
24732,37.3463,-80.9081,Kellysville,WV
24733,37.4488,-81.2077,Lashmeet,WV
24736,37.4446,-81.2803,Matoaka,WV
24737,37.3531,-81.2497,Montcalm,WV
24738,37.3021,-81.3124,Nemours,WV
24739,37.3329,-80.966,Princeton,WV
24740,37.3765,-81.0188,Princeton,WV
24747,37.3962,-81.2316,Rock,WV
24751,37.2993,-81.2261,Wolfe,WV
24801,37.4343,-81.5756,Welch,WV
24808,37.3363,-81.4151,Anawalt,WV
24811,37.4016,-81.7785,Avondale,WV
24813,37.3575,-81.7167,Bartley,WV
24815,37.2375,-81.6765,Berwind,WV
24816,37.4612,-81.705,Big Sandy,WV
24817,37.3511,-81.8066,Bradshaw,WV
24818,37.5988,-81.6264,Brenton,WV
24822,37.6272,-81.6813,Clear Fork,WV
24823,37.6612,-81.7372,Coal Mountain,WV
24826,37.2907,-81.6327,Cucumber,WV
24827,37.7422,-81.6667,Cyclone,WV
24828,37.4883,-81.6439,Davy,WV
24829,37.4096,-81.468,Eckman,WV
24830,37.3238,-81.5096,Elbert,WV
24831,37.3934,-81.4089,Elkhorn,WV
24834,37.5532,-81.6305,Fanrock,WV
24836,37.3326,-81.5535,Gary,WV
24839,37.5527,-81.7515,Hanover,WV
24843,37.4836,-81.7091,Hensley,WV
24844,37.4624,-81.8046,Iaeger,WV
24845,37.5235,-81.8034,Ikes Fork,WV
24846,37.5303,-81.9087,Isaban,WV
24847,37.578,-81.4154,Itmann,WV
24848,37.2908,-81.4512,Jenkinjones,WV
24849,37.6706,-81.5586,Jesse,WV
24850,37.3116,-81.8284,Jolo,WV
24851,37.597,-81.8356,Justice,WV
24853,37.4343,-81.5119,Kimball,WV
24854,37.7479,-81.5674,Kopperston,WV
24855,37.4069,-81.4211,Kyle,WV
24857,37.6745,-81.6607,Lynco,WV
24859,37.6157,-81.5779,Marianna,WV
24860,37.6623,-81.607,Matheny,WV
24861,37.3611,-81.3657,Maybeury,WV
24862,37.4791,-81.9549,Mohawk,WV
24866,37.2481,-81.5803,Newhall,WV
24867,37.603,-81.4472,New Richmond,WV
24868,37.4193,-81.4058,Northfork,WV
24869,37.5594,-81.8326,North Spring,WV
24870,37.7353,-81.5418,Oceana,WV
24871,37.357,-81.468,Pageton,WV
24872,37.4495,-81.8996,Panther,WV
24873,37.3659,-81.8787,Paynesville,WV
24874,37.5624,-81.5275,Pineville,WV
24878,37.4345,-81.6294,Premier,WV
24879,37.2981,-81.759,Raysal,WV
24880,37.6439,-81.5376,Rock View,WV
24881,37.4397,-81.6915,Roderfield,WV
24882,37.6274,-81.7662,Simon,WV
24884,37.2687,-81.5498,Squire,WV
24887,37.3746,-81.3998,Switchback,WV
24888,37.3845,-81.4911,Thorpe,WV
24892,37.3267,-81.6878,War,WV
24894,37.2828,-81.7036,Warriormine,WV
24895,37.3827,-81.552,Wilcoe,WV
24898,37.5943,-81.6057,Wyoming,WV
24901,37.8408,-80.4654,Lewisburg,WV
24902,37.7751,-80.4598,Fairlea,WV
24910,37.7371,-80.661,Alderson,WV
24915,38.4652,-79.7763,Arbovale,WV
24916,37.8314,-80.5747,Asbury,WV
24918,37.5202,-80.7501,Ballard,WV
24920,38.584,-79.7014,Bartow,WV
24924,38.2276,-80.1848,Buckeye,WV
24925,37.7235,-80.3792,Caldwell,WV
24927,38.3744,-79.9514,Cass,WV
24931,37.9193,-80.5915,Crawley,WV
24934,38.3344,-79.8916,Dunmore,WV
24935,37.5607,-80.8111,Forest Hill,WV
24938,37.9159,-80.3782,Frankford,WV
24941,37.5945,-80.3544,Gap Mills,WV
24943,37.8448,-80.7416,Grassy Meadows,WV
24944,38.3897,-79.7837,Green Bank,WV
24945,37.5427,-80.6847,Greenville,WV
24946,38.185,-80.2663,Hillsboro,WV
24951,37.4812,-80.6364,Lindside,WV
24954,38.2233,-80.0431,Marlinton,WV
24957,37.8765,-80.4192,Maxwelton,WV
24962,37.662,-80.7202,Pence Springs,WV
24963,37.436,-80.7693,Peterstown,WV
24966,38.0697,-80.375,Renick,WV
24970,37.7313,-80.4789,Ronceverte,WV
24974,37.659,-80.4442,Secondcreek,WV
24976,37.6567,-80.5091,Sinks Grove,WV
24977,37.9055,-80.6739,Smoot,WV
24981,37.631,-80.7359,Talcott,WV
24983,37.5809,-80.5262,Union,WV
24984,37.4926,-80.4037,Waiteville,WV
24985,37.5833,-80.7,Wayside,WV
24986,37.9072,-80.1934,White Sulphur Springs,WV
24991,37.9992,-80.4992,Williamsburg,WV
24993,37.6667,-80.6333,Wolfcreek,WV
25002,38.1358,-81.2418,Alloy,WV
25003,38.2511,-81.7862,Alum Creek,WV
25005,38.5563,-81.272,Amma,WV
25007,37.8254,-81.4287,Arnett,WV
25008,37.947,-81.3442,Artie,WV
25009,38.192,-81.712,Ashford,WV
25011,38.5086,-81.8394,Bancroft,WV
25015,38.2426,-81.5023,Belle,WV
25019,38.373,-81.0869,Bickmore,WV
25021,37.9224,-81.6806,Bim,WV
25022,37.8587,-81.8117,Blair,WV
25024,38.1559,-81.6195,Bloomingrose,WV
25025,38.3087,-81.3983,Blount,WV
25026,38.4786,-81.5157,Blue Creek,WV
25028,37.9478,-81.7234,Bob White,WV
25030,38.4505,-81.2256,Bomont,WV
25031,38.1519,-81.2656,Boomer,WV
25033,38.6103,-81.9248,Buffalo,WV
25035,38.1617,-81.5215,Cabin Creek,WV
25036,38.2206,-81.2539,Cannelton,WV
25039,38.2448,-81.3821,Cedar Grove,WV
25040,38.1271,-81.2386,Charlton Heights,WV
25043,38.4417,-81.0056,Clay,WV
25044,37.9,-81.3496,Clear Creek,WV
25045,38.4451,-81.3187,Clendenin,WV
25047,37.9218,-81.7605,Clothier,WV
25048,37.9441,-81.4371,Colcord,WV
25049,38.1163,-81.5697,Comfort,WV
25051,38.1589,-81.7092,Costa,WV
25053,38.0442,-81.8729,Danville,WV
25054,38.1083,-81.4916,Dawes,WV
25057,38.1219,-81.2532,Deep Water,WV
25059,38.2331,-81.2077,Dixie,WV
25060,37.9422,-81.4299,Dorothy,WV
25061,38.1675,-81.4375,Drybranch,WV
25062,37.8749,-81.4412,Dry Creek,WV
25063,38.5823,-80.9342,Duck,WV
25064,38.3763,-81.7486,Dunbar,WV
25067,38.1977,-81.4289,East Bank,WV
25070,38.5466,-81.9318,Eleanor,WV
25071,38.4732,-81.4682,Elkview,WV
25075,38.0505,-81.4227,Eskdale,WV
25076,37.8691,-81.9362,Ethel,WV
25079,38.4749,-81.3866,Falling Rock,WV
25081,38.0873,-81.7728,Foster,WV
25082,38.6125,-82.0258,Fraziers Bottom,WV
25083,38.0705,-81.3625,Gallagher,WV
25085,38.1712,-81.1957,Gauley Bridge,WV
25086,38.2097,-81.4122,Glasgow,WV
25088,38.3798,-81.2145,Glen,WV
25090,38.1518,-81.2188,Glen Ferris,WV
25093,37.9808,-81.6567,Gordon,WV
25102,38.1866,-81.367,Handley,WV
25103,38.1832,-81.3831,Hansford,WV
25106,38.7832,-82.0884,Henderson,WV
25107,38.2275,-81.6344,Hernshaw,WV
25108,37.9673,-81.8743,Hewett,WV
25109,38.5279,-81.8553,Hometown,WV
25110,38.2257,-81.3085,Hugheston,WV
25111,38.3499,-81.127,Indore,WV
25112,38.3803,-81.7671,Institute,WV
25113,38.5609,-81.0497,Ivydale,WV
25114,37.9792,-81.7992,Jeffrey,WV
25115,38.1306,-81.1899,Kanawha Falls,WV
25118,38.1056,-81.3026,Kimberly,WV
25119,38.0439,-81.2723,Kincaid,WV
25121,37.9163,-81.8973,Lake,WV
25123,38.7347,-81.9039,Leon,WV
25124,38.6216,-81.7652,Liberty,WV
25125,38.3136,-81.1941,Lizemores,WV
25126,38.2022,-81.3721,London,WV
25130,38.0416,-81.7628,Madison,WV
25132,38.3004,-81.3403,Mammoth,WV
25133,38.4772,-81.1293,Maysel,WV
25134,38.1617,-81.4841,Miami,WV
25136,38.1605,-81.3317,Montgomery,WV
25139,38.1383,-81.2863,Mount Carbon,WV
25140,37.8672,-81.4965,Naoma,WV
25141,38.6301,-81.0329,Nebo,WV
25142,38.1531,-81.7321,Nellis,WV
25143,38.4183,-81.8217,Nitro,WV
25148,38.0491,-81.5687,Orgas,WV
25149,37.9552,-81.7664,Ottawa,WV
25152,38.0574,-81.2537,Page,WV
25154,38.117,-81.7049,Peytona,WV
25156,38.1873,-81.3484,Pinch,WV
25159,38.5035,-81.7824,Poca,WV
25160,38.2895,-81.2865,Pond Gap,WV
25161,38.0562,-81.3238,Powellton,WV
25162,38.2087,-81.3862,Pratt,WV
25164,38.5257,-81.2007,Procious,WV
25165,38.1473,-81.6511,Racine,WV
25168,38.5647,-81.8768,Red House,WV
25169,38.1526,-81.7894,Ridgeview,WV
25173,38.0847,-81.2201,Robson,WV
25174,37.8603,-81.4121,Rock Creek,WV
25177,38.3672,-81.8469,Saint Albans,WV
25180,37.7901,-81.4346,Saxon,WV
25181,38.047,-81.629,Seth,WV
25183,37.9174,-81.8137,Sharples,WV
25185,38.2351,-81.238,Mount Olive,WV
25186,38.1819,-81.2727,Smithers,WV
25187,38.7274,-82.0248,Southside,WV
25193,38.0347,-81.5174,Sylvester,WV
25201,38.3357,-81.4904,Tad,WV
25202,38.3178,-81.8558,Tornado,WV
25203,38.016,-81.8823,Turtle Creek,WV
25204,37.926,-81.6141,Twilight,WV
25205,38.0187,-81.7828,Uneeda,WV
25206,37.9775,-81.7013,Van,WV
25208,37.849,-81.6456,Wharton,WV
25209,37.963,-81.5296,Whitesville,WV
25211,38.4626,-80.8829,Widen,WV
25213,38.5076,-81.9166,Winfield,WV
25214,38.1796,-81.5564,Winifrede,WV
25231,38.6235,-81.5667,Advent,WV
25234,38.8106,-81.1297,Arnoldsburg,WV
25235,38.6686,-81.0944,Chloe,WV
25239,38.8405,-81.8431,Cottageville,WV
25241,38.7839,-81.807,Evans,WV
25243,38.6867,-81.4795,Gandeeville,WV
25244,38.7722,-81.5481,Gay,WV
25245,38.6974,-81.7446,Given,WV
25247,39.0047,-81.9969,Hartford,WV
25248,38.6409,-81.6133,Kenna,WV
25251,38.6205,-81.2363,Left Hand,WV
25252,38.8893,-81.5316,Le Roy,WV
25253,38.9232,-81.9695,Letart,WV
25259,38.6735,-81.2517,Looneyville,WV
25260,39.0127,-82.0267,Mason,WV
25261,38.8263,-81.0896,Millstone,WV
25262,38.9066,-81.8287,Millwood,WV
25264,38.8571,-81.8966,Mount Alto,WV
25265,38.9867,-81.956,New Haven,WV
25266,38.606,-81.1623,Newton,WV
25267,38.8477,-80.9414,Normantown,WV
25268,38.7325,-81.0985,Orma,WV
25270,38.8683,-81.4407,Reedy,WV
25271,38.7857,-81.6856,Ripley,WV
25275,38.9215,-81.6108,Sandyville,WV
25276,38.7868,-81.3312,Spencer,WV
25285,38.5432,-81.1114,Wallback,WV
25286,38.6152,-81.408,Walton,WV
25287,38.9551,-82.0532,West Columbia,WV
25301,38.3511,-81.63,Charleston,WV
25302,38.3911,-81.5967,Charleston,WV
25303,38.3599,-81.6859,South Charleston,WV
25304,38.3056,-81.5932,Charleston,WV
25305,38.3376,-81.6127,Charleston,WV
25306,38.3111,-81.4903,Charleston,WV
25309,38.3085,-81.7505,South Charleston,WV
25311,38.3631,-81.5494,Charleston,WV
25312,38.4524,-81.6574,Charleston,WV
25313,38.417,-81.7557,Charleston,WV
25314,38.3058,-81.6506,Charleston,WV
25315,38.2305,-81.5681,Charleston,WV
25317,38.3505,-81.6304,Charleston,WV
25320,38.5392,-81.6307,Charleston,WV
25321,38.3505,-81.6304,Charleston,WV
25322,38.3505,-81.6304,Charleston,WV
25323,38.3505,-81.6304,Charleston,WV
25324,38.3505,-81.6304,Charleston,WV
25325,38.3505,-81.6304,Charleston,WV
25326,38.3505,-81.6304,Charleston,WV
25327,38.3505,-81.6304,Charleston,WV
25328,38.3505,-81.6304,Charleston,WV
25329,38.3505,-81.6304,Charleston,WV
25330,38.3505,-81.6304,Charleston,WV
25331,38.3505,-81.6304,Charleston,WV
25332,38.3505,-81.6304,Charleston,WV
25333,38.3505,-81.6304,Charleston,WV
25334,38.3505,-81.6304,Charleston,WV
25335,38.3505,-81.6304,Charleston,WV
25336,38.3505,-81.6304,Charleston,WV
25337,38.3505,-81.6304,Charleston,WV
25338,38.3505,-81.6304,Charleston,WV
25339,38.3505,-81.6304,Charleston,WV
25350,38.3505,-81.6304,Charleston,WV
25356,38.3505,-81.6304,Charleston,WV
25357,38.3505,-81.6304,Charleston,WV
25358,38.3505,-81.6304,Charleston,WV
25360,38.3505,-81.6304,Charleston,WV
25361,38.3505,-81.6304,Charleston,WV
25362,38.3505,-81.6304,Charleston,WV
25364,38.3505,-81.6304,Charleston,WV
25365,38.3505,-81.6304,Charleston,WV
25375,38.3505,-81.6304,Charleston,WV
25387,38.3505,-81.6304,Charleston,WV
25389,38.3505,-81.6304,Charleston,WV
25392,38.3505,-81.6304,Charleston,WV
25396,38.3505,-81.6304,Charleston,WV
25401,39.4568,-77.9727,Martinsburg,WV
25402,39.4603,-77.9693,Martinsburg,WV
25403,39.4829,-78.005,Martinsburg,WV
25404,39.4852,-77.8954,Martinsburg,WV
25405,39.4092,-77.9615,Martinsburg,WV
25410,39.3628,-77.7633,Bakerton,WV
25411,39.5555,-78.2189,Berkeley Springs,WV
25413,39.3161,-78.053,Bunker Hill,WV
25414,39.249,-77.8678,Charles Town,WV
25419,39.5842,-77.8839,Falling Waters,WV
25420,39.3817,-78.1147,Gerrardstown,WV
25421,39.3839,-78.1558,Glengary,WV
25422,39.5573,-78.3613,Great Cacapon,WV
25423,39.3187,-77.7681,Halltown,WV
25425,39.2952,-77.7868,Harpers Ferry,WV
25427,39.5213,-78.0912,Hedgesville,WV
25428,39.3727,-78.0266,Inwood,WV
25430,39.3379,-77.9383,Kearneysville,WV
25431,39.4834,-78.5679,Levels,WV
25432,39.3058,-77.7843,Millville,WV
25434,39.4517,-78.4481,Paw Paw,WV
25437,39.4245,-78.5734,Points,WV
25438,39.3196,-77.8641,Ranson,WV
25440,39.3,-78.07,Ridgeway,WV
25441,39.22,-77.9,Rippon,WV
25442,39.3702,-77.8326,Shenandoah Junction,WV
25443,39.4373,-77.8146,Shepherdstown,WV
25444,39.4201,-78.5195,Slanesville,WV
25446,39.237,-77.9551,Summit Point,WV
25501,38.1572,-81.9589,Alkol,WV
25502,38.6638,-82.106,Apple Grove,WV
25503,38.613,-82.1222,Ashton,WV
25504,38.3733,-82.2641,Barboursville,WV
25505,38.0119,-82.0351,Big Creek,WV
25506,38.207,-82.186,Branchland,WV
25507,38.3968,-82.5539,Ceredo,WV
25508,37.9635,-82.0217,Chapmanville,WV
25510,38.3934,-82.0664,Culloden,WV
25511,38.0295,-82.3524,Dunlow,WV
25512,38.1867,-82.3224,East Lynn,WV
25514,38.1006,-82.5302,Fort Gay,WV
25515,38.7527,-82.1536,Gallipolis Ferry,WV
25517,38.1024,-82.4567,Genoa,WV
25520,38.561,-82.1774,Glenwood,WV
25521,38.2197,-81.9994,Griffithsville,WV
25523,38.2806,-82.0736,Hamlin,WV
25524,38.0144,-82.1124,Harts,WV
25526,38.3983,-81.9847,Hurricane,WV
25529,38.1518,-81.8468,Julian,WV
25530,38.3549,-82.5639,Kenova,WV
25534,38.0851,-82.2751,Kiahsville,WV
25535,38.3115,-82.431,Lavalette,WV
25537,38.5298,-82.272,Lesage,WV
25540,38.1591,-82.1397,Midkiff,WV
25541,38.4575,-82.1281,Milton,WV
25544,38.227,-82.1349,Myra,WV
25545,38.4634,-82.225,Ona,WV
25547,37.9282,-81.9606,Pecks Mill,WV
25550,38.8682,-82.0758,Point Pleasant,WV
25555,38.2389,-82.5569,Prichard,WV
25557,38.097,-82.1633,Ranger,WV
25559,38.3269,-82.2317,Salt Rock,WV
25560,38.444,-81.8979,Scott Depot,WV
25562,38.3299,-82.5367,Shoals,WV
25564,38.2751,-81.9021,Sod,WV
25565,38.109,-81.9635,Spurlockville,WV
25567,38.2187,-81.8758,Sumerco,WV
25569,38.4399,-81.8958,Teays,WV
25570,38.231,-82.4219,Wayne,WV
25571,38.2931,-82.1584,West Hamlin,WV
25572,38.1589,-81.8997,Woodville,WV
25573,38.2233,-81.9442,Yawkey,WV
25601,37.859,-82.0046,Logan,WV
25606,37.7626,-81.8235,Accoville,WV
25607,37.7867,-81.7864,Amherstdale,WV
25608,37.5741,-81.8894,Baisden,WV
25611,37.6896,-81.8532,Bruno,WV
25612,37.7661,-81.9605,Chauncey,WV
25614,37.8335,-82.0372,Cora,WV
25617,37.728,-81.779,Davin,WV
25621,37.6273,-81.9052,Gilbert,WV
25624,37.903,-81.9791,Henlawson,WV
25625,37.828,-82.0982,Holden,WV
25628,37.766,-81.8622,Kistler,WV
25630,37.7941,-81.6902,Lorado,WV
25632,37.7566,-81.9284,Lyburn,WV
25634,37.731,-81.8481,Mallory,WV
25635,37.7176,-81.8941,Man,WV
25637,37.8562,-82.0299,Mount Gay,WV
25638,37.7317,-82.0139,Omar,WV
25639,37.8892,-81.9594,Peach Creek,WV
25644,37.7049,-82.0185,Sarah Ann,WV
25646,37.8327,-81.8949,Stollings,WV
25647,37.7821,-81.9847,Switzer,WV
25649,37.8663,-82.0818,Verdunville,WV
25650,37.6767,-81.8151,Verner,WV
25651,37.5713,-81.9721,Wharncliffe,WV
25652,37.7894,-82.0534,Whitman,WV
25653,37.8298,-81.9984,Wilkinson,WV
25654,37.8025,-81.8682,Yolyn,WV
25661,37.7363,-82.274,Williamson,WV
25665,37.7272,-82.2865,Borderland,WV
25666,37.9267,-82.2489,Breeden,WV
25667,37.705,-82.2684,Chattaroy,WV
25669,37.9292,-82.4322,Crum,WV
25670,37.7173,-82.1376,Delbarton,WV
25671,37.8839,-82.1919,Dingess,WV
25672,37.5817,-82.1133,Edgarton,WV
25674,37.8689,-82.3515,Kermit,WV
25676,37.826,-82.2261,Lenore,WV
25678,37.5858,-82.049,Matewan,WV
25685,37.8058,-82.3373,Naugatuck,WV
25686,37.6333,-82.0681,Newtown,WV
25688,37.6254,-82.1207,North Matewan,WV
25690,37.6896,-82.1243,Ragland,WV
25691,37.6598,-82.2057,Rawl,WV
25692,37.6363,-82.1099,Red Jacket,WV
25696,37.679,-82.1159,Varney,WV
25699,37.9617,-82.3326,Wilsondale,WV
25701,38.3687,-82.4075,Huntington,WV
25702,38.4383,-82.3292,Huntington,WV
25703,38.424,-82.4188,Huntington,WV
25704,38.3534,-82.5088,Huntington,WV
25705,38.4056,-82.3619,Huntington,WV
25706,38.413,-82.4338,Huntington,WV
25707,38.413,-82.4338,Huntington,WV
25708,38.413,-82.4338,Huntington,WV
25709,38.413,-82.4338,Huntington,WV
25710,38.413,-82.4338,Huntington,WV
25711,38.413,-82.4338,Huntington,WV
25712,38.413,-82.4338,Huntington,WV
25713,38.413,-82.4338,Huntington,WV
25714,38.413,-82.4338,Huntington,WV
25715,38.413,-82.4338,Huntington,WV
25716,38.413,-82.4338,Huntington,WV
25717,38.413,-82.4338,Huntington,WV
25718,38.413,-82.4338,Huntington,WV
25719,38.413,-82.4338,Huntington,WV
25720,38.413,-82.4338,Huntington,WV
25721,38.413,-82.4338,Huntington,WV
25722,38.413,-82.4338,Huntington,WV
25723,38.413,-82.4338,Huntington,WV
25724,38.413,-82.4338,Huntington,WV
25725,38.413,-82.4338,Huntington,WV
25726,38.413,-82.4338,Huntington,WV
25727,38.413,-82.4338,Huntington,WV
25728,38.413,-82.4338,Huntington,WV
25729,38.413,-82.4338,Huntington,WV
25755,38.413,-82.4338,Huntington,WV
25770,38.413,-82.4338,Huntington,WV
25771,38.413,-82.4338,Huntington,WV
25772,38.413,-82.4338,Huntington,WV
25773,38.413,-82.4338,Huntington,WV
25774,38.413,-82.4338,Huntington,WV
25775,38.413,-82.4338,Huntington,WV
25776,38.413,-82.4338,Huntington,WV
25777,38.413,-82.4338,Huntington,WV
25778,38.413,-82.4338,Huntington,WV
25779,38.413,-82.4338,Huntington,WV
25801,37.8143,-81.2545,Beckley,WV
25802,37.7875,-81.1858,Beckley,WV
25810,37.6024,-81.3445,Allen Junction,WV
25811,37.5632,-81.2892,Amigo,WV
25812,38.1557,-81.1125,Ansted,WV
25813,37.7595,-81.1155,Beaver,WV
25817,37.7583,-81.4035,Bolt,WV
25818,37.8606,-81.1926,Bradley,WV
25820,37.5076,-81.1395,Camp Creek,WV
25823,37.6593,-81.1996,Coal City,WV
25825,37.6525,-81.078,Cool Ridge,WV
25826,37.5768,-81.3581,Corinne,WV
25827,37.7384,-81.2538,Crab Orchard,WV
25831,37.9566,-80.9377,Danese,WV
25832,37.7255,-81.1088,Daniels,WV
25833,37.991,-81.2158,Dothan,WV
25836,37.7774,-81.273,Eccles,WV
25837,38.0536,-81.0177,Edmond,WV
25839,37.784,-81.3805,Fairdale,WV
25840,38.0396,-81.1232,Fayetteville,WV
25841,37.5549,-81.0851,Flat Top,WV
25843,37.6124,-81.12,Ghent,WV
25844,37.8102,-81.3773,Glen Daniel,WV
25845,37.6958,-81.5243,Glen Fork,WV
25846,37.9136,-81.1478,Glen Jean,WV
25848,37.7166,-81.4352,Glen Rogers,WV
25849,37.73,-81.2797,Glen White,WV
25851,37.7988,-81.2619,Harper,WV
25853,37.6375,-81.3138,Helen,WV
25854,38.1367,-80.9801,Hico,WV
25855,37.9363,-81.1561,Hilltop,WV
25857,37.6234,-81.2595,Josephine,WV
25860,37.819,-81.1286,Lanark,WV
25862,38.0869,-81.0588,Lansing,WV
25864,37.8828,-81.0019,Layland,WV
25865,37.7252,-81.3489,Lester,WV
25866,38.0309,-81.0768,Lochgelly,WV
25868,38.072,-80.9596,Lookout,WV
25870,37.6251,-81.3876,Maben,WV
25871,37.7699,-81.2102,Mabscott,WV
25873,37.7515,-81.2152,Mac Arthur,WV
25875,37.6782,-81.4565,Mc Graws,WV
25876,37.6367,-81.4493,Saulsville,WV
25878,37.7183,-81.2314,Midway,WV
25879,37.9795,-81.1057,Minden,WV
25880,37.8779,-81.2056,Mount Hope,WV
25882,37.6238,-81.3891,Mullens,WV
25888,37.9006,-81.1895,Mount Hope,WV
25901,37.9477,-81.1118,Oak Hill,WV
25902,37.5727,-81.2083,Odd,WV
25904,37.9169,-81.2818,Pax,WV
25906,37.8387,-81.1156,Piney View,WV
25907,37.8592,-81.0716,Prince,WV
25908,37.6724,-81.2561,Princewick,WV
25909,37.8353,-81.2032,Prosperity,WV
25911,37.7575,-81.168,Raleigh,WV
25913,37.7141,-81.4895,Ravencliff,WV
25915,37.599,-81.2859,Rhodell,WV
25916,37.6756,-81.4981,Sabine,WV
25917,37.9781,-81.2509,Scarbro,WV
25918,37.7492,-80.999,Shady Spring,WV
25919,37.8033,-81.1916,Skelton,WV
25920,37.6871,-81.3339,Slab Fork,WV
25921,37.6701,-81.3086,Sophia,WV
25922,37.4693,-81.1047,Spanishburg,WV
25927,37.815,-81.152,Stanaford,WV
25928,37.5596,-81.3326,Stephenson,WV
25932,37.7565,-81.3093,Surveyor,WV
25936,37.9249,-81.0281,Thurmond,WV
25938,38.1574,-81.0437,Victor,WV
25942,38.0263,-80.9862,Winona,WV
25943,37.6114,-81.3436,Wyco,WV
25951,37.6664,-80.8603,Hinton,WV
25958,38.0215,-80.7508,Charmco,WV
25962,37.9744,-80.8115,Rainelle,WV
25966,37.796,-80.8316,Green Sulphur Springs,WV
25969,37.6188,-81.0018,Jumping Branch,WV
25971,37.4791,-80.9766,Lerona,WV
25972,38.0413,-80.7416,Leslie,WV
25976,37.8505,-80.8472,Meadow Bridge,WV
25977,37.8071,-80.903,Meadow Creek,WV
25978,37.622,-80.9457,Nimitz,WV
25979,37.5205,-80.9193,Pipestem,WV
25981,38.0847,-80.7085,Quinwood,WV
25984,38.026,-80.6032,Rupert,WV
25985,37.7726,-80.8096,Sandstone,WV
25986,37.8707,-80.8102,Spring Dale,WV
25989,37.6828,-81.07,White Oak,WV
26003,40.0723,-80.6517,Wheeling,WV
26030,40.2263,-80.6558,Beech Bottom,WV
26031,40.0084,-80.7225,Benwood,WV
26032,40.1961,-80.5432,Bethany,WV
26033,39.8311,-80.5774,Cameron,WV
26034,40.594,-80.5526,Chester,WV
26035,40.3483,-80.5552,Colliers,WV
26036,39.9848,-80.5448,Dallas,WV
26037,40.3343,-80.5847,Follansbee,WV
26038,39.9647,-80.7237,Glen Dale,WV
26039,39.8137,-80.6712,Glen Easton,WV
26040,39.9875,-80.7216,Mcmechen,WV
26041,39.8994,-80.7083,Moundsville,WV
26047,40.5313,-80.583,New Cumberland,WV
26050,40.6005,-80.6259,Newell,WV
26055,39.7548,-80.7754,Proctor,WV
26056,40.5312,-80.5771,New Manchester,WV
26058,40.2282,-80.5861,Short Creek,WV
26059,40.0713,-80.5911,Triadelphia,WV
26060,40.1048,-80.5476,Valley Grove,WV
26062,40.4232,-80.5611,Weirton,WV
26070,40.2518,-80.584,Wellsburg,WV
26074,40.1616,-80.5926,West Liberty,WV
26075,40.195,-80.659,Windsor Heights,WV
26101,39.2391,-81.5762,Parkersburg,WV
26102,39.264,-81.543,Parkersburg,WV
26103,39.264,-81.543,Parkersburg,WV
26104,39.2757,-81.4785,Parkersburg,WV
26105,39.3299,-81.5214,Vienna,WV
26106,39.264,-81.543,Parkersburg,WV
26120,39.1746,-81.5304,Mineral Wells,WV
26121,39.1746,-81.5304,Mineral Wells,WV
26133,39.1225,-81.6723,Belleville,WV
26134,39.368,-81.2876,Belmont,WV
26136,38.9663,-81.1461,Big Bend,WV
26137,39.0052,-81.0446,Big Springs,WV
26138,39.0287,-81.2043,Brohard,WV
26141,38.9211,-81.2521,Creston,WV
26142,39.2105,-81.4474,Davisville,WV
26143,39.0567,-81.3704,Elizabeth,WV
26146,39.4528,-81.044,Friendly,WV
26147,38.9066,-81.0729,Grantsville,WV
26148,39.069,-81.1864,Macfarlan,WV
